0.0,1988.71,1073.184,1822.945,1883.23,1626.937,1535.841,2789.003,1166.353,1043.101,1598.932,2344.433,2455.238,3028.195,1536.156,1737.556,1594.521,1116.589,1192.085,1199.542
1981.34,0.0,1087.11,1047.025,943.482,915.978,1012.129,913.219,429.381,750.477,576.885,1538.134,1332.907,1318.216,924.337,1881.748,1353.8,534.468,707.978,1433.671
1107.43,1105.482,0.027,891.058,1132.233,665.37,1107.688,758.216,668.589,882.529,623.844,817.553,1205.153,1317.666,566.167,1229.764,993.74,994.027,392.449,547.641
1814.23,1064.104,859.888,0.0,1694.548,990.115,1017.877,666.734,1559.033,459.885,2003.315,2387.748,1192.647,1196.137,1750.756,2141.501,899.244,2208.556,1966.556,1874.175
1854.866,968.249,1127.636,1688.364,0.0,934.17,784.619,920.104,1253.721,426.795,1727.074,2514.164,1737.414,1387.184,965.882,2265.274,1110.288,1391.77,1345.753,1330.214
1569.805,927.263,643.477,994.351,926.227,0.0,541.967,836.677,575.044,211.756,1125.86,982.668,1010.666,1405.011,869.099,999.4,614.016,787.86,845.373,592.855
1527.123,1077.901,1147.436,987.06,780.066,553.299,0.0,1520.863,1176.734,6.156,849.307,1802.082,0.452,2093.214,532.468,1457.367,0.0,727.436,615.932,2097.682
2865.953,953.156,784.236,699.156,919.849,860.485,1543.271,0.263,687.279,1308.378,372.879,619.767,1471.142,511.523,232.419,787.584,919.904,219.858,177.115,346.129
1153.008,441.682,690.699,1567.022,1213.868,580.597,1161.068,669.063,0.189,0.978,915.268,1695.145,843.027,1037.734,528.564,1475.929,466.784,664.562,755.545,1098.814
1022.737,778.359,876.556,455.858,418.997,211.816,3.71,1263.655,0.0,0.0,1112.282,3650.86,1.921,1535.986,297.537,530.014,12.359,852.912,1042.192,2055.956
1616.685,587.099,635.479,1994.712,1743.011,1134.904,848.893,368.575,931.266,1117.356,0.036,3207.953,4.323,442.019,1229.622,1585.175,577.468,1313.529,1931.721,1956.655
2289.844,1579.148,837.548,2316.805,2474.008,1001.778,1831.323,613.512,1694.827,3717.077,3214.893,0.0,6.479,1051.016,1270.211,2958.23,1052.06,1751.545,2619.099,3711.51
2457.326,1341.474,1209.4,1203.526,1685.611,1023.247,0.126,1431.151,815.54,0.468,3.849,7.748,0.0,1201.51,653.112,3263.452,124.995,4.11,0.014,2.63
3079.885,1328.23,1341.299,1226.455,1429.512,1401.482,2079.252,480.06,1048.364,1561.871,459.918,1055.537,1184.022,0.0,1083.46,1565.016,1861.082,469.123,359.882,425.049
1520.496,935.781,601.441,1749.025,952.46,859.951,529.052,215.107,517.293,297.145,1247.03,1256.529,671.762,1090.4,0.0,1642.337,532.89,1447.329,1208.929,902.249
1755.759,1911.425,1156.09,2164.553,2247.959,1010.107,1488.403,772.247,1441.247,535.255,1597.216,2878.162,3254.063,1553.997,1677.964,0.0,1364.099,1705.408,1691.022,2170.4
1571.863,1366.584,982.395,884.773,1099.567,623.384,1.786,896.167,460.723,18.258,548.447,1051.31,120.219,1866.326,534.044,1344.148,0.011,873.608,397.37,751.721
1131.693,519.521,1017.551,2212.378,1382.805,797.132,742.238,214.548,661.033,859.118,1336.29,1746.962,2.649,490.69,1449.759,1717.751,890.247,0.156,1895.479,1239.885
1183.436,723.584,405.699,1929.337,1319.11,837.995,627.721,176.482,727.762,1058.899,1920.351,2574.641,0.03,363.649,1185.066,1680.679,399.411,1854.956,1.521,2339.786
1190.222,1474.129,561.6,1830.441,1278.499,602.37,2136.97,346.649,1069.638,2074.986,1907.641,3606.085,2.688,416.068,889.732,2184.041,750.858,1198.263,2321.17,0.0
