0,725879,391712,665375,687379,593832,560582,1017986,425719,380732,583610,855718,896162,1105291,560697,634208,582000,407555,435111,437833
723189,0,396795,382164,344371,334332,369427,333325,156724,273924,210563,561419,486511,481149,337383,686838,494137,195081,258412,523290
404212,403501,10,325236,413265,242860,404306,276749,244035,322123,227703,298407,439881,480948,206651,448864,362715,362820,143244,199889
662194,388398,313859,0,618510,361392,371525,243358,569047,167858,731210,871528,435316,436590,639026,781648,328224,806123,717793,684074
677026,353411,411587,616253,0,340972,286386,335838,457608,155780,630382,917670,634156,506322,352547,826825,405255,507996,491200,485528
572979,338451,234869,362938,338073,0,197818,305387,209891,77291,410939,358674,368893,512829,317221,364781,224116,287569,308561,216392
557400,393434,418814,360277,284724,201954,0,555115,429508,2247,309997,657760,165,764023,194351,531939,0,265514,224815,765654
1046073,347902,286246,255192,335745,314077,563294,96,250857,477558,136101,226215,536967,186706,84833,287468,335765,80248,64647,126337
420848,161214,252105,571963,443062,211918,423790,244208,69,357,334073,618728,307705,378773,192926,538714,170376,242565,275774,401067
373299,284101,319943,166388,152934,77313,1354,461234,0,0,405983,1332564,701,560635,108601,193455,4511,311313,380400,750424
590090,214291,231950,728070,636199,414240,309846,134530,339912,407835,13,1170903,1578,161337,448812,578589,210776,479438,705078,714179
835793,576389,305705,845634,903013,365649,668433,223932,618612,1356733,1173436,0,2365,383621,463627,1079754,384002,639314,955971,1354701
896924,489638,441431,439287,615248,373485,46,522370,297672,171,1405,2828,0,438551,238386,1191160,45623,1500,5,960
1124158,484804,489574,447656,521772,511541,758927,175222,382653,570083,167870,385271,432168,0,395463,571231,679295,171230,131357,155143
554981,341560,219526,638394,347648,313882,193104,78514,188812,108458,455166,458633,245193,397996,0,599453,194505,528275,441259,329321
640852,697670,421973,790062,820505,368689,543267,281870,526055,195368,582984,1050529,1187733,567209,612457,0,497896,622474,617223,792196
573730,498803,358574,322942,401342,227535,652,327101,168164,6664,200183,383728,43880,681209,194926,490614,4,318867,145040,274378
413068,189625,371406,807518,504724,290953,270917,78310,241277,313578,487746,637641,967,179102,529162,626979,324940,57,691850,452558
431954,264108,148080,704208,481475,305868,229118,64416,265633,386498,700928,939744,11,132732,432549,613448,145785,677059,555,854022
434431,538057,204984,668111,466652,219865,779994,126527,390418,757370,696289,1316221,981,151865,324752,797175,274063,437366,847227,0
